DataStore	Total Read Count	Forward Read Count	Reverse Read Count	Unknown Read Count	Mean Read Length	Total Read Length	Fold Coverage	Total Quantitation	Median Quantitation	Mean Quantitation	Valid Quantitations
06_BAT_r3_C_GRCm38_bismark_bt2_pe.bam	28482	14099	14383	0	252	7183163	0.0026355031088730113	11660.766820907593	9.040696	8.787314	1327
06_BAT_r3_N_GRCm38_bismark_bt2_pe.bam	110394	55088	55306	0	227	25142131	0.009224649978594738	4021.977984905243	3.027263	3.0308802	1327
06_BAT_r3_X_GRCm38_bismark_bt2_pe.bam	38151	19016	19135	0	232	8867864	0.003253620047472549	10243.682996749878	8.034063	7.7194295	1327
06_Blood_r1_C_GRCm38_bismark_bt2_pe.bam	50028	25091	24937	0	249	12501480	0.004586794063494559	11364.887258529663	8.713438	8.564346	1327
06_Blood_r1_N_GRCm38_bismark_bt2_pe.bam	186687	93820	92867	0	236	44214954	0.016222470341502367	3015.7739129066467	2.2693036	2.2726254	1327
06_Blood_r1_X_GRCm38_bismark_bt2_pe.bam	90405	44911	45494	0	233	21127354	0.007751627959613425	9592.2562417984	7.4674535	7.2285275	1327
06_Blood_r2_C_GRCm38_bismark_bt2_pe.bam	24832	12250	12582	0	255	6333193	0.002323649044382369	10899.892783641815	8.50158	8.213936	1327
06_Blood_r2_N_GRCm38_bismark_bt2_pe.bam	79420	39660	39760	0	243	19366005	0.007105388863367054	4652.244233131409	3.5023506	3.505836	1327
06_Blood_r2_X_GRCm38_bismark_bt2_pe.bam	36883	18391	18492	0	240	8881064	0.0032584631285827955	9181.591401576996	7.082828	6.9190593	1327
06_Blood_r3_C_GRCm38_bismark_bt2_pe.bam	21913	11056	10857	0	241	5296144	0.0019431556790565861	10880.114999771118	8.51207	8.199032	1327
06_Blood_r3_N_GRCm38_bismark_bt2_pe.bam	75474	37549	37925	0	221	16725151	0.006136459308645864	4748.551681518555	3.5758731	3.578411	1327
06_Blood_r3_X_GRCm38_bismark_bt2_pe.bam	32692	16284	16408	0	223	7305245	0.00268029500494128	9456.2508893013	7.2568464	7.1260366	1327
06_Liver_r1_C_GRCm38_bismark_bt2_pe.bam	29646	15007	14639	0	239	7103247	0.002606181921751308	11182.750944137573	8.660981	8.427092	1327
06_Liver_r1_N_GRCm38_bismark_bt2_pe.bam	110003	54701	55302	0	231	25474345	0.009346539323137126	4029.6193187236786	3.0323822	3.0366385	1327
06_Liver_r1_X_GRCm38_bismark_bt2_pe.bam	53171	26651	26520	0	226	12046985	0.0044200398097671645	9439.412390708923	7.403142	7.1133475	1327
06_Liver_r2_C_GRCm38_bismark_bt2_pe.bam	56477	28403	28074	0	240	13596476	0.004988548187994242	11722.239805221558	9.004173	8.83364	1327
06_Liver_r2_N_GRCm38_bismark_bt2_pe.bam	225976	112563	113413	0	220	49903336	0.01830953817574994	2657.9856877326965	1.9937555	2.0030036	1327
06_Liver_r2_X_GRCm38_bismark_bt2_pe.bam	79932	39803	40129	0	222	17824584	0.0065398413688187405	10345.22157073021	7.967011	7.795947	1327
06_Liver_r3_C_GRCm38_bismark_bt2_pe.bam	58244	29103	29141	0	237	13845024	0.005079740470099517	11546.85855603218	8.9091015	8.701476	1327
06_Liver_r3_N_GRCm38_bismark_bt2_pe.bam	183734	91413	92321	0	223	41034624	0.015055606997006065	3051.4677267074585	2.2923064	2.2995236	1327
06_Liver_r3_X_GRCm38_bismark_bt2_pe.bam	85186	42658	42528	0	224	19113035	0.007012574149089847	10097.501207590103	7.8011675	7.60927	1327
06_scAT_r1_C_GRCm38_bismark_bt2_pe.bam	72691	36080	36611	0	276	20106817	0.0073771928484764595	11145.635485172272	8.64006	8.399122	1327
06_scAT_r1_N_GRCm38_bismark_bt2_pe.bam	223618	111281	112337	0	255	57127953	0.02096025076070963	2687.869418144226	2.0088887	2.0255232	1327
06_scAT_r1_X_GRCm38_bismark_bt2_pe.bam	105898	52902	52996	0	253	26892871	0.00986699663184879	9377.289816141129	7.3267155	7.0665336	1327
06_scAT_r2_C_GRCm38_bismark_bt2_pe.bam	62408	31167	31241	0	272	17002839	0.006238343059202092	11785.561475276947	9.131409	8.881357	1327
06_scAT_r2_N_GRCm38_bismark_bt2_pe.bam	233305	117191	116114	0	239	55770406	0.020462166652226887	2606.676264643669	1.9477078	1.9643378	1327
06_scAT_r2_X_GRCm38_bismark_bt2_pe.bam	82911	41676	41235	0	247	20554034	0.007541276803391705	10466.117738962173	8.051724	7.8870516	1327
06_scAT_r3_C_GRCm38_bismark_bt2_pe.bam	87751	43537	44214	0	254	22320802	0.008189504131193867	11461.247720718384	8.867992	8.636961	1327
06_scAT_r3_N_GRCm38_bismark_bt2_pe.bam	288600	144069	144531	0	229	66280190	0.02431820728580068	2190.4451521635056	1.6408538	1.6506746	1327
06_scAT_r3_X_GRCm38_bismark_bt2_pe.bam	129171	64369	64802	0	232	30083928	0.011037795713547337	9939.992864131927	7.7075334	7.490575	1327
07_BAT_r1_C_GRCm38_bismark_bt2_pe.bam	41907	20752	21155	0	295	12395790	0.004548016393605015	11441.488564014435	8.898593	8.622071	1327
07_BAT_r1_N_GRCm38_bismark_bt2_pe.bam	139811	69412	70399	0	268	37530786	0.01377004854009963	3570.779457092285	2.6864471	2.6908662	1327
07_BAT_r1_X_GRCm38_bismark_bt2_pe.bam	65980	32788	33192	0	269	17775693	0.006521903256806538	9842.5018658638	7.622267	7.4171076	1327
07_BAT_r2_C_GRCm38_bismark_bt2_pe.bam	100459	50126	50333	0	262	26346202	0.009666423729768675	11450.090818881989	8.774753	8.628553	1327
07_BAT_r2_N_GRCm38_bismark_bt2_pe.bam	289071	144420	144651	0	246	71121068	0.02609432583116502	2197.2512118816376	1.638501	1.6558034	1327
07_BAT_r2_X_GRCm38_bismark_bt2_pe.bam	145974	72542	73432	0	244	35625012	0.01307081989920573	9816.778461456299	7.5311046	7.397723	1327
07_BAT_r3_C_GRCm38_bismark_bt2_pe.bam	14866	7401	7465	0	235	3496802	0.001282976947914639	11317.71101474762	8.879194	8.528795	1327
07_BAT_r3_N_GRCm38_bismark_bt2_pe.bam	56918	28340	28578	0	217	12395005	0.0045477283770389895	5286.614996910095	3.9829683	3.9838848	1327
07_BAT_r3_X_GRCm38_bismark_bt2_pe.bam	20583	10263	10320	0	218	4496227	0.0016496660644758823	10110.476672172546	7.924331	7.619048	1327
07_Blood_r1_C_GRCm38_bismark_bt2_pe.bam	29294	14580	14714	0	251	7381616	0.002708315531264815	11003.722143173218	8.552683	8.292179	1327
07_Blood_r1_N_GRCm38_bismark_bt2_pe.bam	113710	56474	57236	0	236	26849643	0.0098511362750129	3967.4071044921875	2.984566	2.9897566	1327
07_Blood_r1_X_GRCm38_bismark_bt2_pe.bam	53438	26597	26841	0	233	12474062	0.004576734396988443	9081.046661376953	7.033345	6.843291	1327
07_Blood_r2_C_GRCm38_bismark_bt2_pe.bam	10362	5253	5109	0	286	2968111	0.0010890001755466474	10836.113461971283	8.177516	8.165873	1327
07_Blood_r2_N_GRCm38_bismark_bt2_pe.bam	31149	15631	15518	0	264	8246359	0.003025589810698008	6441.249563217163	4.8526673	4.8539934	1327
07_Blood_r2_X_GRCm38_bismark_bt2_pe.bam	15015	7464	7551	0	266	3995771	0.0014660487159827253	9489.771401405334	7.0574517	7.151297	1327
07_Blood_r3_C_GRCm38_bismark_bt2_pe.bam	55895	27628	28267	0	256	14344277	0.00526291643779149	11413.24787902832	8.861577	8.60079	1327
07_Blood_r3_N_GRCm38_bismark_bt2_pe.bam	179659	89739	89920	0	232	41858481	0.015357880199600353	3106.5226290225983	2.3246636	2.3410118	1327
07_Blood_r3_X_GRCm38_bismark_bt2_pe.bam	82449	41373	41076	0	236	19501458	0.007155086580459952	9926.975964307785	7.7702794	7.480766	1327
07_Liver_r1_C_GRCm38_bismark_bt2_pe.bam	35701	17528	18173	0	244	8740868	0.003207025204390965	11293.211865901947	8.714783	8.510333	1327
07_Liver_r1_N_GRCm38_bismark_bt2_pe.bam	134226	66505	67721	0	231	31038577	0.011388056511942489	3648.8253757953644	2.745261	2.74968	1327
07_Liver_r1_X_GRCm38_bismark_bt2_pe.bam	64189	31826	32363	0	228	14640874	0.005371737902038146	9456.007753372192	7.283458	7.1258535	1327
07_Liver_r2_C_GRCm38_bismark_bt2_pe.bam	66572	33288	33284	0	255	16993293	0.006234840630999182	11804.9620885849	9.078866	8.895977	1327
07_Liver_r2_N_GRCm38_bismark_bt2_pe.bam	247456	123566	123890	0	230	56976944	0.02090484554590832	2481.017424583435	1.862753	1.8696439	1327
07_Liver_r2_X_GRCm38_bismark_bt2_pe.bam	86699	43098	43601	0	235	20418434	0.007491525151986443	10565.512452840805	8.228281	7.9619536	1327
07_Liver_r3_C_GRCm38_bismark_bt2_pe.bam	44192	22182	22010	0	251	11125977	0.004082121897101544	11561.28894853592	8.892388	8.712351	1327
07_Liver_r3_N_GRCm38_bismark_bt2_pe.bam	138478	68757	69721	0	230	31906041	0.011706329126504544	3587.359764814377	2.700268	2.7033608	1327
07_Liver_r3_X_GRCm38_bismark_bt2_pe.bam	63923	32021	31902	0	232	14880102	0.005459510675359519	10014.77954006195	7.774876	7.5469327	1327
07_scAT_r1_C_GRCm38_bismark_bt2_pe.bam	87175	43891	43284	0	257	22434713	0.008231298086674875	11201.978590011597	8.689866	8.441582	1327
07_scAT_r1_N_GRCm38_bismark_bt2_pe.bam	271728	135571	136157	0	240	65472916	0.02402201838730118	2322.1980580091476	1.7277617	1.7499609	1327
07_scAT_r1_X_GRCm38_bismark_bt2_pe.bam	132931	66634	66297	0	239	31789632	0.011663618654613428	9380.015992641449	7.233179	7.068588	1327
07_scAT_r2_C_GRCm38_bismark_bt2_pe.bam	67757	33411	34346	0	269	18268551	0.00670273289846063	11778.810669183731	9.053411	8.87627	1327
07_scAT_r2_N_GRCm38_bismark_bt2_pe.bam	258747	128544	130203	0	237	61412671	0.022532314155295573	2400.7663263082504	1.7983829	1.8091683	1327
07_scAT_r2_X_GRCm38_bismark_bt2_pe.bam	91350	45469	45881	0	245	22410596	0.008222449557346405	10534.786759376526	8.096308	7.9387994	1327
07_scAT_r3_C_GRCm38_bismark_bt2_pe.bam	66828	33186	33642	0	245	16375871	0.006008308447268061	11419.645831108093	8.810294	8.605611	1327
07_scAT_r3_N_GRCm38_bismark_bt2_pe.bam	229641	114384	115257	0	222	51136882	0.018762126306903007	2623.88221347332	1.9705449	1.9773039	1327
07_scAT_r3_X_GRCm38_bismark_bt2_pe.bam	103531	51684	51847	0	225	23378393	0.008577534358047428	9828.019773483276	7.5937934	7.406194	1327
08_BAT_r1_C_GRCm38_bismark_bt2_pe.bam	35901	17981	17920	0	285	10262656	0.0037653693495879547	11484.9456949234	8.887295	8.6548195	1327
08_BAT_r1_N_GRCm38_bismark_bt2_pe.bam	118898	58997	59901	0	259	30885106	0.011331747989134102	3887.033982038498	2.9202003	2.9291892	1327
08_BAT_r1_X_GRCm38_bismark_bt2_pe.bam	58470	29033	29437	0	261	15268721	0.0056020950191461106	9871.865220546722	7.6811223	7.439235	1327
08_BAT_r2_C_GRCm38_bismark_bt2_pe.bam	91584	45721	45863	0	256	23467489	0.008610223687941258	11248.54681301117	8.696688	8.476674	1327
08_BAT_r2_N_GRCm38_bismark_bt2_pe.bam	271788	135521	136267	0	241	65575537	0.024059670040832593	2304.957372188568	1.7274432	1.7369686	1327
08_BAT_r2_X_GRCm38_bismark_bt2_pe.bam	135061	67276	67785	0	239	32319772	0.011858127065203295	9559.747337579727	7.47328	7.2040296	1327
08_BAT_r3_C_GRCm38_bismark_bt2_pe.bam	32320	16387	15933	0	280	9065199	0.003326022275570318	11788.929361820221	9.121354	8.883896	1327
08_BAT_r3_N_GRCm38_bismark_bt2_pe.bam	115497	57515	57982	0	248	28739833	0.010544647144996035	3936.378336429596	2.9620695	2.966374	1327
08_BAT_r3_X_GRCm38_bismark_bt2_pe.bam	41982	20906	21076	0	254	10699469	0.0039256360760281245	10562.846956729889	8.159047	7.9599447	1327
08_Blood_r1_C_GRCm38_bismark_bt2_pe.bam	57574	28617	28957	0	246	14192373	0.005207182847414904	11390.60558128357	8.762295	8.583727	1327
08_Blood_r1_N_GRCm38_bismark_bt2_pe.bam	214914	107233	107681	0	231	49823789	0.018280352374759272	2751.5306651592255	2.0661654	2.073497	1327
08_Blood_r1_X_GRCm38_bismark_bt2_pe.bam	104539	52266	52273	0	228	23900885	0.008769236716794025	9687.080969333649	7.4278116	7.299986	1327
08_Blood_r2_C_GRCm38_bismark_bt2_pe.bam	32345	16264	16081	0	244	7923419	0.0029071030975356517	10711.935101509094	8.409745	8.072295	1327
08_Blood_r2_N_GRCm38_bismark_bt2_pe.bam	106987	53125	53862	0	234	25042440	0.009188073342309767	4082.601338863373	3.0724893	3.0765648	1327
08_Blood_r2_X_GRCm38_bismark_bt2_pe.bam	49728	24967	24761	0	230	11440333	0.004197459139941903	8981.676911354065	6.9147606	6.768408	1327
08_Blood_r3_C_GRCm38_bismark_bt2_pe.bam	37197	18582	18615	0	267	9966470	0.0036566986812758668	11516.37953042984	8.918595	8.678508	1327
08_Blood_r3_N_GRCm38_bismark_bt2_pe.bam	115132	57300	57832	0	242	27959869	0.01025847828779357	3944.6309731006622	2.966636	2.972593	1327
08_Blood_r3_X_GRCm38_bismark_bt2_pe.bam	53513	26694	26819	0	246	13177247	0.004834733032633056	10082.694151878357	7.8089294	7.5981116	1327
08_Liver_r1_C_GRCm38_bismark_bt2_pe.bam	19528	9591	9937	0	250	4895679	0.0017962250368736327	11308.824055194855	8.848237	8.522098	1327
08_Liver_r1_N_GRCm38_bismark_bt2_pe.bam	70585	34952	35633	0	237	16739027	0.006141550414212969	4878.044955253601	3.6724913	3.6759946	1327
08_Liver_r1_X_GRCm38_bismark_bt2_pe.bam	33494	16495	16999	0	235	7885170	0.0028930695362185434	9504.266972541809	7.484916	7.162221	1327
08_Liver_r2_C_GRCm38_bismark_bt2_pe.bam	20929	10478	10451	0	231	4847567	0.0017785727400269514	11395.434792518616	8.900281	8.587366	1327
08_Liver_r2_N_GRCm38_bismark_bt2_pe.bam	88913	44176	44737	0	217	19327230	0.007091162312605704	4442.4778008461	3.3394587	3.3477602	1327
08_Liver_r2_X_GRCm38_bismark_bt2_pe.bam	29745	14976	14769	0	217	6459000	0.0023698076432639463	10003.275542736053	7.878564	7.5382633	1327
08_Liver_r3_C_GRCm38_bismark_bt2_pe.bam	67282	33307	33975	0	247	16624962	0.006099699956119007	11606.690239191055	8.93803	8.746564	1327
08_Liver_r3_N_GRCm38_bismark_bt2_pe.bam	207272	102940	104332	0	228	47334967	0.017367203373625434	2836.388496398926	2.1183996	2.1374443	1327
08_Liver_r3_X_GRCm38_bismark_bt2_pe.bam	97830	48512	49318	0	229	22453475	0.00823818186605294	10154.390583992004	7.8130107	7.6521406	1327
08_scAT_r1_C_GRCm38_bismark_bt2_pe.bam	33033	16368	16665	0	293	9690500	0.003555445265064139	11252.337080001831	8.727303	8.47953	1327
08_scAT_r1_N_GRCm38_bismark_bt2_pe.bam	93914	46904	47010	0	274	25747138	0.009446627097781638	4333.0445902347565	3.2605128	3.2652936	1327
08_scAT_r1_X_GRCm38_bismark_bt2_pe.bam	46449	23290	23159	0	273	12690848	0.004656273198622228	9691.306369781494	7.5981336	7.3031697	1327
08_scAT_r2_C_GRCm38_bismark_bt2_pe.bam	73365	36779	36586	0	268	19682821	0.007221628680414323	11792.869512796402	9.054166	8.886865	1327
08_scAT_r2_N_GRCm38_bismark_bt2_pe.bam	283544	141825	141719	0	236	66917296	0.024551961530787415	2223.3696479797363	1.6663523	1.6754858	1327
08_scAT_r2_X_GRCm38_bismark_bt2_pe.bam	98271	48945	49326	0	242	23817747	0.00873873337760132	10504.711045503616	8.101978	7.916135	1327
08_scAT_r3_C_GRCm38_bismark_bt2_pe.bam	64102	31716	32386	0	246	15782087	0.005790449047725122	11536.716984033585	8.917683	8.693833	1327
08_scAT_r3_N_GRCm38_bismark_bt2_pe.bam	205271	102163	103108	0	227	46640308	0.01711233292809794	2837.9206449985504	2.1323953	2.138599	1327
08_scAT_r3_X_GRCm38_bismark_bt2_pe.bam	92811	45863	46948	0	228	21218001	0.007784886351537708	10032.666689157486	7.7514887	7.560412	1327
09_BAT_r1_C_GRCm38_bismark_bt2_pe.bam	37029	18475	18554	0	277	10288406	0.003774817026753777	11619.178475856781	8.925126	8.755975	1327
09_BAT_r1_N_GRCm38_bismark_bt2_pe.bam	117954	58516	59438	0	258	30502710	0.011191446864570926	3904.3826217651367	2.9317005	2.9422626	1327
09_BAT_r1_X_GRCm38_bismark_bt2_pe.bam	59694	29833	29861	0	257	15347038	0.005630829533033323	9972.055009365082	7.6512327	7.514736	1327
09_BAT_r2_C_GRCm38_bismark_bt2_pe.bam	73337	35844	37493	0	243	17873524	0.006557797458935065	11214.458955287933	8.723511	8.450987	1327
09_BAT_r2_N_GRCm38_bismark_bt2_pe.bam	221147	109885	111262	0	233	51651986	0.018951118007828203	2703.8152158260345	2.0249195	2.0375397	1327
09_BAT_r2_X_GRCm38_bismark_bt2_pe.bam	109470	54223	55247	0	229	25169537	0.009234705242299844	9498.757341861725	7.43932	7.1580687	1327
09_BAT_r3_C_GRCm38_bismark_bt2_pe.bam	41303	20339	20964	0	267	11064052	0.004059401609393057	11730.072044372559	8.989927	8.839541	1327
09_BAT_r3_N_GRCm38_bismark_bt2_pe.bam	149394	74098	75296	0	240	35995856	0.013206882593997273	3450.619570016861	2.590803	2.6003163	1327
09_BAT_r3_X_GRCm38_bismark_bt2_pe.bam	53946	26635	27311	0	245	13255403	0.004863408475606726	10467.965255737305	8.119231	7.888444	1327
09_Blood_r1_C_GRCm38_bismark_bt2_pe.bam	35141	17354	17787	0	271	9541383	0.0035007342252219666	11419.473258018494	8.830701	8.605481	1327
09_Blood_r1_N_GRCm38_bismark_bt2_pe.bam	122279	60961	61318	0	252	30826073	0.01131008877646886	3827.834141731262	2.8797483	2.8845773	1327
09_Blood_r1_X_GRCm38_bismark_bt2_pe.bam	59049	29278	29771	0	250	14780617	0.005423009620491875	9736.492400407791	7.541375	7.337221	1327
09_Blood_r2_C_GRCm38_bismark_bt2_pe.bam	75764	37503	38261	0	268	20339652	0.00746262002956012	11473.46491599083	8.809807	8.646168	1327
09_Blood_r2_N_GRCm38_bismark_bt2_pe.bam	215649	107467	108182	0	252	54415144	0.01996492091043633	2768.3043818473816	2.06124	2.0861375	1327
09_Blood_r2_X_GRCm38_bismark_bt2_pe.bam	108004	54244	53760	0	249	26996332	0.009904956481450853	9888.52047252655	7.6031604	7.4517865	1327
09_Blood_r3_C_GRCm38_bismark_bt2_pe.bam	15074	7392	7682	0	253	3827583	0.0014043405246364988	11308.352902412415	8.859149	8.521743	1327
09_Blood_r3_N_GRCm38_bismark_bt2_pe.bam	47751	23992	23759	0	233	11141260	0.004087729231086991	5623.8792452812195	4.236322	4.23804	1327
09_Blood_r3_X_GRCm38_bismark_bt2_pe.bam	22025	10760	11265	0	235	5194627	0.0019059090832180313	9859.12160396576	7.504714	7.429632	1327
09_Liver_r1_C_GRCm38_bismark_bt2_pe.bam	36963	18557	18406	0	269	9967317	0.0036570094456471075	11389.679666519165	8.757774	8.583029	1327
09_Liver_r1_N_GRCm38_bismark_bt2_pe.bam	126237	62803	63434	0	251	31704990	0.011632563497694223	3767.7134227752686	2.83379	2.8392715	1327
09_Liver_r1_X_GRCm38_bismark_bt2_pe.bam	62502	31116	31386	0	249	15587010	0.005718875280017272	9673.107918262482	7.5849166	7.289456	1327
09_Liver_r2_C_GRCm38_bismark_bt2_pe.bam	64728	32080	32648	0	248	16061085	0.005892813437391535	11784.60662484169	9.07875	8.880638	1327
09_Liver_r2_N_GRCm38_bismark_bt2_pe.bam	247048	123626	123422	0	229	56687859	0.020798780235093496	2497.4565395116806	1.8651336	1.882032	1327
09_Liver_r2_X_GRCm38_bismark_bt2_pe.bam	88601	44500	44101	0	232	20580429	0.007550961131111779	10460.34919667244	8.081495	7.8827047	1327
09_Liver_r3_C_GRCm38_bismark_bt2_pe.bam	45140	22685	22455	0	257	11604549	0.0042577100041540465	11546.714824676514	8.928882	8.701367	1327
09_Liver_r3_N_GRCm38_bismark_bt2_pe.bam	135932	68037	67895	0	234	31929027	0.011714762691837887	3632.861955165863	2.7270398	2.7376504	1327
09_Liver_r3_X_GRCm38_bismark_bt2_pe.bam	63316	31734	31582	0	237	15043027	0.005519287871563077	10080.232528686523	7.788641	7.5962567	1327
09_scAT_r1_C_GRCm38_bismark_bt2_pe.bam	41764	20866	20898	0	276	11562084	0.004242129592082332	11048.278533935547	8.581596	8.325756	1327
09_scAT_r1_N_GRCm38_bismark_bt2_pe.bam	125083	62221	62862	0	257	32153739	0.011797209543538325	3785.1251373291016	2.8470392	2.8523927	1327
09_scAT_r1_X_GRCm38_bismark_bt2_pe.bam	61182	30689	30493	0	254	15600306	0.005723753583535594	9300.974137306213	7.3526773	7.0090237	1327
09_scAT_r2_C_GRCm38_bismark_bt2_pe.bam	71274	35902	35372	0	270	19310302	0.007084951427981896	11691.88990354538	9.019934	8.810768	1327
09_scAT_r2_N_GRCm38_bismark_bt2_pe.bam	280231	139952	140279	0	238	66897464	0.02454468516831935	2243.5663813352585	1.6833084	1.6907057	1327
09_scAT_r2_X_GRCm38_bismark_bt2_pe.bam	96530	48226	48304	0	246	23752340	0.008714735543799963	10375.558842420578	8.016735	7.8188086	1327
10_BAT_r1_C_GRCm38_bismark_bt2_pe.bam	53590	26922	26668	0	250	13411562	0.004920703225841198	11536.667468547821	8.865748	8.693796	1327
10_BAT_r1_N_GRCm38_bismark_bt2_pe.bam	183735	91491	92244	0	237	43550589	0.01597871476712289	3054.696359872818	2.2922986	2.3019567	1327
10_BAT_r1_X_GRCm38_bismark_bt2_pe.bam	92349	46279	46070	0	232	21513721	0.0078933860444106	9796.847261190414	7.6066847	7.3827033	1327
10_BAT_r2_C_GRCm38_bismark_bt2_pe.bam	62496	31282	31214	0	245	15360998	0.005635951458207492	11182.436114788055	8.643949	8.426855	1327
10_BAT_r2_N_GRCm38_bismark_bt2_pe.bam	188639	93808	94831	0	235	44360696	0.01627594309356067	2998.6842679977417	2.254297	2.259747	1327
10_BAT_r2_X_GRCm38_bismark_bt2_pe.bam	93871	46863	47008	0	231	21742384	0.007977282518343357	9503.533597707748	7.4131765	7.1616683	1327
10_BAT_r3_C_GRCm38_bismark_bt2_pe.bam	38888	19359	19529	0	256	9965476	0.003656333982592262	11600.168438911438	9.006459	8.74165	1327
10_BAT_r3_N_GRCm38_bismark_bt2_pe.bam	145231	72830	72401	0	231	33675891	0.012355687240365931	3501.660892009735	2.6315756	2.6387799	1327
10_BAT_r3_X_GRCm38_bismark_bt2_pe.bam	52146	25858	26288	0	236	12345667	0.004529626260689189	10373.996684074402	8.068655	7.8176312	1327
10_Blood_r1_C_GRCm38_bismark_bt2_pe.bam	20180	10081	10099	0	276	5588016	0.0020502435404058253	11173.276255607605	8.63093	8.419952	1327
10_Blood_r1_N_GRCm38_bismark_bt2_pe.bam	75865	37575	38290	0	255	19388151	0.007113514232629746	4737.875405073166	3.5684185	3.570366	1327
10_Blood_r1_X_GRCm38_bismark_bt2_pe.bam	35376	17754	17622	0	253	8950263	0.0032838522475030964	9400.002545833588	7.406048	7.083649	1327
10_Blood_r2_C_GRCm38_bismark_bt2_pe.bam	51996	26144	25852	0	272	14173385	0.00520021614861783	11462.852288722992	8.789017	8.63817	1327
10_Blood_r2_N_GRCm38_bismark_bt2_pe.bam	148862	73997	74865	0	253	37808618	0.01387198512426797	3456.4250214099884	2.5959494	2.604691	1327
10_Blood_r2_X_GRCm38_bismark_bt2_pe.bam	74497	37177	37320	0	253	18897517	0.006933500576762713	9825.540933132172	7.6535645	7.4043264	1327
10_Blood_r3_C_GRCm38_bismark_bt2_pe.bam	64055	31743	32312	0	247	15843574	0.00581300863319677	11479.847883462906	8.822526	8.650978	1327
10_Blood_r3_N_GRCm38_bismark_bt2_pe.bam	216557	108030	108527	0	227	49306328	0.01809049589033583	2745.861639022827	2.0551782	2.069225	1327
10_Blood_r3_X_GRCm38_bismark_bt2_pe.bam	96432	48206	48226	0	229	22122351	0.008116692442602231	9944.108558893204	7.6962724	7.493676	1327
10_Liver_r1_C_GRCm38_bismark_bt2_pe.bam	38538	19244	19294	0	262	10119175	0.0037127261586198243	11361.227897644043	8.867499	8.561588	1327
10_Liver_r1_N_GRCm38_bismark_bt2_pe.bam	135482	67569	67913	0	247	33521730	0.012299125556499509	3632.035412311554	2.731824	2.7370274	1327
10_Liver_r1_X_GRCm38_bismark_bt2_pe.bam	66890	33517	33373	0	245	16397541	0.006016259172090716	9692.671864032745	7.602505	7.3041987	1327
10_Liver_r2_C_GRCm38_bismark_bt2_pe.bam	52538	26105	26433	0	259	13614175	0.0049950419525828975	11835.895386695862	9.05785	8.919289	1327
10_Liver_r2_N_GRCm38_bismark_bt2_pe.bam	192798	96571	96227	0	235	45442393	0.016672817813841778	2963.2789163589478	2.2228348	2.2330663	1327
10_Liver_r2_X_GRCm38_bismark_bt2_pe.bam	70390	34933	35457	0	239	16846705	0.006181057481469723	10556.5979347229	8.076413	7.955236	1327
10_Liver_r3_C_GRCm38_bismark_bt2_pe.bam	37333	18663	18670	0	229	8562759	0.0031416769973102872	11341.359998226166	8.743404	8.546617	1327
10_Liver_r3_N_GRCm38_bismark_bt2_pe.bam	125813	63023	62790	0	215	27069473	0.009931791920502715	3771.7447299957275	2.838644	2.8423095	1327
10_Liver_r3_X_GRCm38_bismark_bt2_pe.bam	56348	28085	28263	0	214	12085087	0.0044340194367719086	9792.520077228546	7.608923	7.379442	1327
10_scAT_r1_C_GRCm38_bismark_bt2_pe.bam	80564	40638	39926	0	260	20972526	0.007694821553390903	11136.390837192535	8.587917	8.392156	1327
10_scAT_r1_N_GRCm38_bismark_bt2_pe.bam	254070	126504	127566	0	243	61916735	0.0227172552792922	2438.295731782913	1.8246989	1.8374497	1327
10_scAT_r1_X_GRCm38_bismark_bt2_pe.bam	120983	60200	60783	0	241	29220978	0.010721179285964952	9446.611311674118	7.369052	7.1187725	1327
10_scAT_r2_C_GRCm38_bismark_bt2_pe.bam	50075	24939	25136	0	267	13402833	0.004917500555007006	11640.865735530853	9.0202055	8.772318	1327
10_scAT_r2_N_GRCm38_bismark_bt2_pe.bam	196929	98523	98406	0	235	46430330	0.017035291982236772	2917.171296596527	2.1922495	2.1983204	1327
10_scAT_r2_X_GRCm38_bismark_bt2_pe.bam	68949	34421	34528	0	242	16709392	0.006130677330220381	10247.65451335907	7.94579	7.7224226	1327
11_BAT_r1_C_GRCm38_bismark_bt2_pe.bam	38398	19012	19386	0	254	9768654	0.003584119974237641	11506.652961730957	8.87275	8.671178	1327
11_BAT_r1_N_GRCm38_bismark_bt2_pe.bam	129457	64621	64836	0	241	31310860	0.011487957167544104	3722.538874387741	2.797452	2.805229	1327
11_BAT_r1_X_GRCm38_bismark_bt2_pe.bam	65092	32058	33034	0	238	15504412	0.005688570066869987	9785.303237199783	7.6418157	7.374004	1327
11_BAT_r2_C_GRCm38_bismark_bt2_pe.bam	33681	16642	17039	0	276	9310139	0.003415890782172125	11496.77001619339	8.891921	8.663731	1327
11_BAT_r2_N_GRCm38_bismark_bt2_pe.bam	85355	42458	42897	0	259	22141602	0.008123755636121424	4515.598919868469	3.3983774	3.4028628	1327
11_BAT_r2_X_GRCm38_bismark_bt2_pe.bam	45224	22553	22671	0	259	11734323	0.004305324095669287	10074.675878047943	7.788696	7.592069	1327
11_BAT_r3_C_GRCm38_bismark_bt2_pe.bam	21162	10630	10532	0	262	5553185	0.0020374640435762035	11362.260352611542	8.884308	8.5623665	1327
