DataStore	Total Read Count	Forward Read Count	Reverse Read Count	Unknown Read Count	Mean Read Length	Total Read Length	Fold Coverage	Total Quantitation	Median Quantitation	Mean Quantitation	Valid Quantitations
05_BAT_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	39357	16572	22785	0	1	39357	1.4440086610301771E-5	7419.915678024292	5.667236	5.5914965	1327
05_BAT_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	54614	40214	14400	0	1	54614	2.0037881193562033E-5	5365.722386837006	4.042582	4.0434985	1327
05_BAT_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	39053	18300	20753	0	1	39053	1.432854898473245E-5	7188.940920829773	5.678423	5.4174385	1327
05_Blood_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	86521	43458	43063	0	1	86521	3.174456217724724E-5	7152.362574338913	5.530806	5.389874	1327
05_Blood_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	164671	132914	31757	0	1	164671	6.041780375041296E-5	3254.8790578842163	2.4503384	2.45281	1327
05_Blood_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	109184	65518	43666	0	1	109184	4.005961878342324E-5	6305.9045169353485	4.780129	4.7520003	1327
05_Blood_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	99233	53987	45246	0	1	99233	3.6408596046448554E-5	6866.991707324982	5.333036	5.174824	1327
05_Blood_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	207448	166642	40806	0	1	207448	7.611268864836959E-5	2811.9234132766724	2.117175	2.1190078	1327
05_Blood_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	126850	79011	47839	0	1	126850	4.654127566930355E-5	6029.978540420532	4.563767	4.5440683	1327
05_Blood_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	155655	79331	76324	0	1	155655	5.7109832592080754E-5	7147.567381620407	5.490931	5.3862605	1327
05_Blood_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	249926	200494	49432	0	1	249926	9.169787042117744E-5	2459.394886493683	1.8484241	1.8533496	1327
05_Blood_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	173067	100864	72203	0	1	173067	6.349829685659721E-5	6558.509410381317	5.11556	4.9423585	1327
05_Liver_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	80904	35803	45101	0	1	80904	2.968368440480358E-5	7217.797047615051	5.627645	5.4391837	1327
05_Liver_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	128409	97827	30582	0	1	128409	4.7113272900430424E-5	3732.6444039344788	2.8091788	2.8128443	1327
05_Liver_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	100677	54739	45938	0	1	100677	3.693839976790282E-5	6447.908488035202	4.8971562	4.8590117	1327
05_Liver_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	210178	90797	119381	0	1	210178	7.711432587798881E-5	7376.73098897934	5.709748	5.5589533	1327
05_Liver_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	313753	240671	73082	0	1	313753	1.1511600208964127E-4	2028.552787065506	1.5202959	1.5286758	1327
05_Liver_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	220081	109179	110902	0	1	220081	8.074773741092624E-5	6942.16369843483	5.3538184	5.2314725	1327
05_Liver_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	196426	89535	106891	0	1	196426	7.20687159213135E-5	7287.4776883125305	5.6698704	5.491694	1327
05_Liver_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	292510	223167	69343	0	1	292510	1.073219436029009E-4	2159.7056945562363	1.621439	1.62751	1327
05_Liver_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	217354	117366	99988	0	1	217354	7.974720088155935E-5	6659.350065231323	5.2018814	5.0183496	1327
05_scAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	277955	131257	146698	0	1	277955	1.0198171287868559E-4	6826.273224949837	5.3065085	5.14414	1327
05_scAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	445644	346014	99630	0	1	445644	1.6350682108294133E-4	1361.2384757995605	1.0140333	1.0258014	1327
05_scAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	319886	180737	139149	0	1	319886	1.1736620030548548E-4	6104.038150668144	4.8142953	4.599878	1327
05_scAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	152921	65276	87645	0	1	152921	5.610672776212509E-5	7083.692826509476	5.5164967	5.3381257	1327
05_scAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	220602	172057	48545	0	1	220602	8.093889235474735E-5	2696.8958473205566	2.028479	2.0323255	1327
05_scAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	156150	76072	80078	0	1	156150	5.729144813371501E-5	6680.943158149719	5.263958	5.0346217	1327
05_scAT_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	157546	70563	86983	0	1	157546	5.780364065113202E-5	7010.165858030319	5.47351	5.282717	1327
05_scAT_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	224619	174711	49908	0	1	224619	8.241272999261563E-5	2666.84464430809	2.002445	2.0096796	1327
05_scAT_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	174739	92573	82166	0	1	174739	6.411175379722848E-5	6427.904466867447	5.101689	4.843937	1327
06_BAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	172750	67848	104902	0	1	172750	6.338198952993447E-5	7229.8177127838135	5.5332427	5.4482427	1327
06_BAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	245969	178716	67253	0	1	245969	9.024604678835573E-5	2489.4924668073654	1.8714486	1.8760304	1327
06_BAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	202012	98223	103789	0	1	202012	7.411821979114977E-5	6580.200154304504	5.114842	4.958704	1327
06_BAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	151046	65157	85889	0	1	151046	5.541879010441958E-5	7052.537879943848	5.534295	5.314648	1327
06_BAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	268975	193278	75697	0	1	268975	9.868695012338132E-5	2318.7710762023926	1.7424529	1.7473783	1327
06_BAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	188510	98783	89727	0	1	188510	6.916433485550186E-5	6248.516537904739	4.9922495	4.708754	1327
06_BAT_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	87323	34141	53182	0	1	87323	3.203881604470314E-5	7388.3088047504425	5.8394227	5.567678	1327
06_BAT_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	143761	103994	39767	0	1	143761	5.2745922991681095E-5	3514.9213099479675	2.6462526	2.6487727	1327
06_BAT_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	90416	41626	48790	0	1	90416	3.317363800485415E-5	6933.618046283722	5.467278	5.2250323	1327
06_Blood_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	162046	80018	82028	0	1	162046	5.945469102962524E-5	7356.477180480957	5.6255245	5.54369	1327
06_Blood_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	262495	212890	49605	0	1	262495	9.630943757835108E-5	2363.0257017612457	1.777635	1.7807277	1327
06_Blood_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	197476	115972	81504	0	1	197476	7.24539610096286E-5	6580.139356374741	5.147606	4.958658	1327
06_Blood_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	64139	34108	30031	0	1	64139	2.3532604494706032E-5	6850.465814113617	4.962654	5.1623707	1327
06_Blood_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	117053	95218	21835	0	1	117053	4.294675554528173E-5	3907.022660255432	2.942763	2.9442523	1327
06_Blood_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	74623	46304	28319	0	1	74623	2.7379184976511142E-5	6190.162556648254	4.7442355	4.6647797	1327
06_Blood_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	63719	33174	30545	0	1	63719	2.3378506459379997E-5	6994.225621461868	5.557095	5.270705	1327
06_Blood_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	106792	86914	19878	0	1	106792	3.918199378223306E-5	4081.7501227855682	3.0751214	3.0759232	1327
06_Blood_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	70996	43064	27932	0	1	70996	2.60484383714456E-5	6495.72832608223	4.8161187	4.8950477	1327
06_Liver_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	92596	39906	52690	0	1	92596	3.3973480188213094E-5	7333.771872282028	5.754834	5.5265803	1327
06_Liver_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	142459	108507	33952	0	1	142459	5.226821908217039E-5	3532.7310461997986	2.6593783	2.6621938	1327
06_Liver_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	112606	59647	52959	0	1	112606	4.1315150871246316E-5	6587.094593763351	5.1506443	4.9638996	1327
06_Liver_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	166462	72736	93726	0	1	166462	6.107492180105327E-5	7474.67636680603	5.7566605	5.632763	1327
06_Liver_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	277880	212120	65760	0	1	277880	1.0195419537237737E-4	2259.5435116291046	1.695463	1.7027457	1327
06_Liver_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	179025	90613	88412	0	1	179025	6.568428755772225E-5	7002.460946559906	5.481767	5.2769113	1327
06_Liver_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	168354	75418	92936	0	1	168354	6.176909676018864E-5	7288.458049535751	5.57043	5.4924326	1327
06_Liver_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	248814	188365	60449	0	1	248814	9.128987752764755E-5	2469.779804110527	1.8548573	1.8611754	1327
06_Liver_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	191460	100401	91059	0	1	191460	7.02466901036252E-5	6735.836207866669	5.1922398	5.0759883	1327
06_scAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	193290	93168	100122	0	1	193290	7.091811725754578E-5	6798.481903553009	5.3711615	5.1231966	1327
06_scAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	307923	236104	71819	0	1	307923	1.1297697459928227E-4	2060.876606464386	1.5473553	1.5530344	1327
06_scAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	216872	122595	94277	0	1	216872	7.957035504101852E-5	6078.387188434601	4.7900467	4.580548	1327
06_scAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	213831	89586	124245	0	1	213831	7.84546118852412E-5	7210.409229278564	5.6848884	5.4336166	1327
06_scAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	301697	231338	70359	0	1	301697	1.1069265467561586E-4	2100.8944799900055	1.5768247	1.583191	1327
06_scAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	215778	104125	111653	0	1	215778	7.91689663490026E-5	6791.12825345993	5.2123804	5.1176553	1327
06_scAT_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	270084	118394	151690	0	1	270084	9.909384231665888E-5	7087.6125638484955	5.473482	5.3410797	1327
06_scAT_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	389598	297251	92347	0	1	389598	1.4294353896893435E-4	1612.5989484786987	1.2079388	1.2152215	1327
06_scAT_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	296854	152028	144826	0	1	296854	1.0891575756827304E-4	6555.473281264305	5.0741024	4.94007	1327
07_BAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	147828	62001	85827	0	1	147828	5.423810563375486E-5	7091.1951768398285	5.5653634	5.3437796	1327
07_BAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	211039	155255	55784	0	1	211039	7.743022685040717E-5	2780.739228963852	2.0924153	2.095508	1327
07_BAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	167199	85453	81746	0	1	167199	6.134532716304205E-5	6467.389100551605	4.90229	4.873692	1327
07_BAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	262128	112568	149560	0	1	262128	9.617478524748285E-5	7106.026547670364	5.516619	5.354956	1327
07_BAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	416698	303815	112883	0	1	416698	1.5288653124830468E-4	1493.0030491352081	1.1109229	1.1250964	1327
07_BAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	306270	159388	146882	0	1	306270	1.123704887602491E-4	6410.631496191025	4.877049	4.8309207	1327
07_BAT_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	41866	15855	26011	0	1	41866	1.5360638921332774E-5	7466.168566226959	5.578077	5.6263514	1327
07_BAT_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	70524	52334	18190	0	1	70524	2.5875261531745867E-5	4876.571625709534	3.673739	3.6748843	1327
07_BAT_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	46983	20908	26075	0	1	46983	1.7238066651721628E-5	7046.6389355659485	5.4117174	5.3102026	1327
07_Blood_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	92091	47504	44587	0	1	92091	3.3788195645737745E-5	7062.62136888504	5.440796	5.3222466	1327
07_Blood_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	162587	132133	30454	0	1	162587	5.965318397512854E-5	3278.110253572464	2.468713	2.4703166	1327
07_Blood_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	111601	68380	43221	0	1	111601	4.094641628671616E-5	6296.774547100067	4.748541	4.74512	1327
07_Blood_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	33072	17485	15587	0	1	33072	1.2134119581672897E-5	7135.351602077484	4.918246	5.3770547	1327
07_Blood_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	49733	40532	9201	0	1	49733	1.8247041883023044E-5	5544.9575390815735	4.17765	4.1785665	1327
07_Blood_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	35746	21637	14109	0	1	35746	1.3115210406581983E-5	6777.441965103149	4.8060746	5.1073413	1327
07_Blood_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	176714	93577	83137	0	1	176714	6.483638146334495E-5	7057.669520139694	5.5005116	5.3185153	1327
07_Blood_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	266350	215547	50803	0	1	266350	9.772383740259361E-5	2340.066612482071	1.7566017	1.7634262	1327
07_Blood_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	195875	116884	78991	0	1	195875	7.186655397496911E-5	6487.326820373535	5.15935	4.8887167	1327
07_Liver_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	110089	48051	62038	0	1	110089	4.0391663359542434E-5	7293.624358892441	5.7682204	5.496326	1327
07_Liver_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	172488	132266	40222	0	1	172488	6.328586170789775E-5	3166.6104261875153	2.383429	2.3862927	1327
07_Liver_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	134757	73108	61649	0	1	134757	4.94423546343582E-5	6526.156321525574	5.2134957	4.917978	1327
07_Liver_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	204544	89070	115474	0	1	204544	7.50472108041153E-5	7425.031017780304	5.748948	5.595351	1327
07_Liver_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	316337	242284	74053	0	1	316337	1.160640719069805E-4	2007.658236861229	1.5084628	1.5129302	1327
07_Liver_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	214150	105614	108536	0	1	214150	7.857165301207217E-5	7036.715171098709	5.3932314	5.3027244	1327
07_Liver_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	132000	57798	74202	0	1	132000	4.8430811102468016E-5	7246.312908649445	5.728745	5.460673	1327
07_Liver_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	190621	145562	45059	0	1	190621	6.993886093305725E-5	2974.3303394317627	2.239218	2.2413943	1327
07_Liver_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	147723	77030	70693	0	1	147723	5.4199581124923357E-5	6636.1569211483	5.0809617	5.0008717	1327
07_scAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	220295	110866	109429	0	1	220295	8.082625402892569E-5	6872.373830318451	5.352416	5.17888	1327
07_scAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	358963	282766	76197	0	1	358963	1.3170355489223657E-4	1772.3374960422516	1.3260899	1.3355972	1327
07_scAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	259354	153081	106273	0	1	259354	9.51570044141628E-5	6100.579154372215	4.75436	4.5972714	1327
07_scAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	233227	108109	125118	0	1	233227	8.557100591663113E-5	7219.578122854233	5.559625	5.440526	1327
07_scAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	332620	263180	69440	0	1	332620	1.2203830597653721E-4	1916.1266448497772	1.43605	1.4439538	1327
07_scAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	240190	125041	115149	0	1	240190	8.812573120228631E-5	6844.763039588928	5.3796797	5.158073	1327
07_scAT_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	195420	93187	102233	0	1	195420	7.169961443669924E-5	7146.188644170761	5.5252748	5.3852215	1327
07_scAT_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	294412	232321	62091	0	1	294412	1.0801978756287738E-4	2146.4734921455383	1.6120884	1.6175385	1327
07_scAT_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	223671	124396	99275	0	1	223671	8.206490871287973E-5	6555.903875112534	5.16055	4.940395	1327
08_BAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	125379	55816	69563	0	1	125379	4.600156564557831E-5	7155.505105257034	5.580595	5.392242	1327
08_BAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	173915	127824	46091	0	1	173915	6.380942812792216E-5	3151.5969347953796	2.3715425	2.3749788	1327
08_BAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	142454	74821	67633	0	1	142454	5.226638458174984E-5	6529.64488863945	5.1333604	4.9206066	1327
08_BAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	228155	107332	120823	0	1	228155	8.37100886900272E-5	7044.464153170586	5.4538417	5.3085637	1327
08_BAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	376261	276008	100253	0	1	376261	1.3805019254716454E-4	1679.1319366693497	1.2581912	1.2653594	1327
08_BAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	269210	147796	121414	0	1	269210	9.877317164314708E-5	6287.182870984077	4.893196	4.737892	1327
08_BAT_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	108323	47218	61105	0	1	108323	3.974371781100487E-5	7304.584858417511	5.7915506	5.5045853	1327
08_BAT_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	158510	116244	42266	0	1	158510	5.8157332332213675E-5	3328.8569507598877	2.505351	2.5085583	1327
08_BAT_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	109885	53863	56022	0	1	109885	4.0316815742384074E-5	6938.691289901733	5.5078616	5.2288556	1327
08_Blood_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	187894	90838	97056	0	1	187894	6.893832440369035E-5	7303.811249732971	5.7339373	5.5040026	1327
08_Blood_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	299268	242132	57136	0	1	299268	1.0980145437131362E-4	2113.546246647835	1.5884869	1.5927252	1327
08_Blood_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	224880	131386	93494	0	1	224880	8.250849091456824E-5	6600.015559673309	5.1527724	4.9736366	1327
08_Blood_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	76057	41437	34620	0	1	76057	2.7905319697124318E-5	6836.837166547775	5.301738	5.1521006	1327
08_Blood_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	150125	121982	28143	0	1	150125	5.508087512695463E-5	3432.14656996727	2.5837607	2.5863953	1327
08_Blood_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	92812	58459	34353	0	1	92812	3.405273060638077E-5	6114.752554655075	4.429545	4.607952	1327
08_Blood_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	120745	60139	60606	0	1	120745	4.43013506558144E-5	7090.905065774918	5.6349273	5.3435607	1327
08_Blood_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	175927	142605	33322	0	1	175927	6.454763109715068E-5	3129.208118200302	2.354948	2.358107	1327
08_Blood_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	132454	76164	56290	0	1	132454	4.859738374065378E-5	6577.920729637146	5.2383647	4.9569864	1327
08_Liver_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	62405	26494	35911	0	1	62405	2.2896399748859976E-5	7292.8330290317535	5.5871572	5.4957294	1327
08_Liver_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	95657	72866	22791	0	1	95657	3.50965613456726E-5	4292.710569143295	3.2339823	3.2348988	1327
08_Liver_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	75648	39525	36123	0	1	75648	2.775525756272349E-5	6568.434108972549	4.7245545	4.949837	1327
08_Liver_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	60182	26220	33962	0	1	60182	2.208078086188432E-5	7464.750436782837	5.6394863	5.625283	1327
08_Liver_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	106931	82089	24842	0	1	106931	3.92329928939243E-5	4085.9956288337708	3.0732446	3.0791225	1327
08_Liver_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	64666	33479	31187	0	1	64666	2.3725960839031793E-5	7013.031679868698	5.5358114	5.284877	1327
08_Liver_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	201161	88175	112986	0	1	201161	7.38059878195725E-5	7290.745461463928	5.6355057	5.4941564	1327
08_Liver_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	286671	217100	69571	0	1	286671	1.0517961401178492E-4	2201.980214238167	1.650529	1.6593672	1327
08_Liver_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	227096	117346	109750	0	1	227096	8.332154150095513E-5	6732.883126139641	5.138626	5.073763	1327
08_scAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	96044	44821	51223	0	1	96044	3.523855167822302E-5	6736.522361755371	5.380161	5.076505	1327
08_scAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	141013	107100	33913	0	1	141013	5.17376815605479E-5	3551.8705508708954	2.6740968	2.676617	1327
08_scAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	106012	57344	48668	0	1	106012	3.8895811716627574E-5	6154.043267250061	4.8226633	4.637561	1327
08_scAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	236636	102269	134367	0	1	236636	8.682176830336077E-5	7265.953649640083	5.53869	5.475474	1327
08_scAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	357656	274233	83423	0	1	357656	1.312240164823053E-4	1776.43292593956	1.3313525	1.3386835	1327
08_scAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	243557	118850	124707	0	1	243557	8.936108378548335E-5	6858.391731500626	5.3595967	5.1683435	1327
08_scAT_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	208660	87456	121204	0	1	208660	7.655737155031042E-5	7179.365045547485	5.582702	5.4102225	1327
08_scAT_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	281262	212517	68745	0	1	281262	1.0319505145683606E-4	2231.1278190612793	1.6780103	1.6813322	1327
08_scAT_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	223402	112144	111258	0	1	223402	8.196621259025425E-5	6644.661903381348	5.162286	5.007281	1327
09_BAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	136158	50577	85581	0	1	136158	4.995638165219576E-5	7286.3409769535065	5.684001	5.490837	1327
