	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129
2:92401173	0.011578826	0.017569142	0.022391661	0.026575229	0.030334926	0.033784798	0.036994365	0.040009896	0.04286412	0.045581248	0.048179816	0.050674411	0.053076768	0.055396503	0.057641622	0.059818876	0.061934025	0.063992034	0.065997219	0.067953362	0.0698638	0.071731497	0.073559101	0.075348988	0.077103301	0.078823982	0.080512797	0.082171358	0.083801141	0.085403503	0.086979695	0.088530872	0.090058103	0.091562383	0.093044637	0.094505728	0.095946462	0.097367595	0.098769833	0.100153844	0.101520252	0.102869649	0.104202591	0.105519606	0.106821191	0.108107819	0.109379938	0.110637973	0.11188233	0.113113393	0.11433153	0.115537091	0.116730409	0.117911805	0.119081584	0.120240038	0.121387447	0.122524079	0.123650193	0.124766034	0.125871841	0.126967843	0.128054258	0.129131297	0.130199166	0.131258059	0.132308165	0.133349669	0.134382744	0.135407563	0.136424288	0.13743308	0.138434091	0.139427471	0.140413363	0.141391907	0.142363238	0.143327487	0.144284781	0.145235243	0.146178993	0.147116147	0.148046817	0.148971114	0.149889143	0.150801007	0.151706809	0.152606645	0.15350061	0.154388798	0.155271299	0.156148201	0.157019589	0.157885546	0.158746155	0.159601495	0.160451642	0.161296673	0.162136662	0.162971679	0.163801796	0.164627081	0.165447601	0.166263421	0.167074606	0.167881217	0.168683316	0.169480964	0.170274217	0.171063134	0.171847769	0.172628179	0.173404417	0.174176535	0.174944584	0.175708615	0.176468677	0.177224818	0.177977086	0.178725527	0.179470186	0.180211109	0.180948338	0.181681917	0.182411887	0.18313829	0.183861166	0.184580556	0.185296497
2:92401179	0.007837055	0.011946762	0.015273725	0.018172106	0.020786051	0.023192025	0.02543665	0.027550962	0.029556916	0.031470755	0.033304915	0.035069184	0.036771435	0.038418121	0.040014612	0.041565441	0.04307447	0.044545033	0.045980024	0.047381982	0.048753147	0.050095507	0.051410839	0.052700738	0.053966642	0.055209853	0.056431558	0.057632838	0.058814684	0.059978006	0.061123644	0.062252373	0.063364912	0.064461927	0.06554404	0.06661183	0.067665838	0.068706571	0.069734505	0.070750087	0.071753736	0.07274585	0.073726802	0.074696946	0.075656617	0.076606133	0.077545793	0.078475884	0.079396679	0.080308435	0.081211399	0.082105807	0.082991883	0.083869843	0.08473989	0.085602222	0.086457027	0.087304485	0.088144769	0.088978046	0.089804476	0.090624211	0.091437399	0.092244184	0.093044701	0.093839083	0.094627456	0.095409944	0.096186666	0.096957735	0.097723263	0.098483356	0.099238117	0.099987648	0.100732045	0.101471401	0.102205809	0.102935355	0.103660126	0.104380205	0.105095672	0.105806605	0.106513081	0.107215173	0.107912953	0.10860649	0.109295853	0.109981108	0.110662319	0.111339547	0.112012855	0.112682302	0.113347945	0.11400984	0.114668044	0.115322608	0.115973586	0.116621029	0.117264986	0.117905505	0.118542635	0.119176421	0.119806909	0.120434144	0.121058167	0.121679022	0.12229675	0.122911391	0.123522985	0.12413157	0.124737184	0.125339865	0.125939648	0.126536569	0.127130663	0.127721964	0.128310505	0.128896319	0.129479438	0.130059893	0.130637715	0.131212934	0.13178558	0.132355682	0.132923269	0.133488368	0.134051006	0.134611211	0.135169009
2:92401182	0.004945167	0.007621082	0.009808872	0.011727915	0.013467952	0.015076746	0.016583494	0.018007671	0.019363078	0.02065994	0.021906094	0.023107718	0.024269785	0.025396375	0.026490886	0.027556188	0.028594731	0.029608626	0.030599713	0.031569602	0.032519718	0.033451324	0.03436555	0.03526341	0.036145822	0.037013615	0.037867543	0.038708298	0.03953651	0.040352761	0.041157586	0.041951481	0.042734905	0.043508282	0.044272012	0.045026463	0.045771983	0.046508895	0.047237504	0.047958096	0.04867094	0.049376291	0.050074387	0.050765455	0.051449711	0.052127357	0.052798586	0.053463583	0.054122521	0.054775567	0.055422879	0.056064609	0.056700899	0.057331889	0.057957711	0.05857849	0.059194347	0.059805399	0.060411758	0.061013529	0.061610816	0.062203718	0.062792329	0.063376742	0.063957044	0.06453332	0.065105653	0.065674122	0.066238803	0.06679977	0.067357094	0.067910844	0.068461087	0.069007889	0.06955131	0.070091412	0.070628254	0.071161892	0.071692383	0.072219779	0.072744132	0.073265494	0.073783913	0.074299436	0.074812111	0.075321983	0.075829095	0.07633349	0.07683521	0.077334294	0.077830784	0.078324716	0.078816129	0.079305058	0.07979154	0.080275609	0.0807573	0.081236644	0.081713675	0.082188423	0.082660921	0.083131197	0.083599281	0.084065201	0.084528987	0.084990664	0.085450261	0.085907803	0.086363316	0.086816825	0.087268354	0.087717928	0.08816557	0.088611304	0.089055151	0.089497135	0.089937276	0.090375596	0.090812116	0.091246856	0.091679836	0.092111076	0.092540596	0.092968413	0.093394547	0.093819016	0.094241837	0.094663029	0.095082608
2:92401188	0.003373435	0.00569717	0.007735542	0.009606144	0.011359844	0.013024775	0.014618653	0.016153592	0.017638359	0.019079569	0.02048238	0.021850917	0.023188546	0.024498066	0.025781834	0.027041863	0.028279889	0.029497425	0.030695798	0.031876184	0.033039627	0.034187066	0.035319343	0.036437223	0.037541398	0.038632504	0.039711118	0.040777776	0.041832968	0.04287715	0.043910742	0.044934138	0.045947702	0.046951777	0.047946681	0.048932714	0.049910158	0.050879278	0.051840324	0.052793532	0.053739125	0.054677316	0.055608304	0.05653228	0.057449425	0.058359912	0.059263906	0.060161562	0.06105303	0.061938455	0.062817972	0.063691713	0.064559804	0.065422366	0.066279514	0.067131359	0.06797801	0.068819568	0.069656133	0.070487801	0.071314663	0.072136809	0.072954325	0.073767293	0.074575794	0.075379905	0.076179702	0.076975256	0.077766638	0.078553917	0.079337158	0.080116426	0.080891782	0.081663287	0.082431	0.083194978	0.083955275	0.084711947	0.085465044	0.086214619	0.08696072	0.087703397	0.088442695	0.089178661	0.08991134	0.090640775	0.091367009	0.092090082	0.092810036	0.09352691	0.094240743	0.094951571	0.095659433	0.096364363	0.097066397	0.09776557	0.098461915	0.099155464	0.09984625	0.100534305	0.101219659	0.101902342	0.102582384	0.103259814	0.10393466	0.10460695	0.105276711	0.10594397	0.106608752	0.107271085	0.107930991	0.108588498	0.109243628	0.109896405	0.110546853	0.111194994	0.111840852	0.112484447	0.113125802	0.113764939	0.114401877	0.115036638	0.115669242	0.116299708	0.116928057	0.117554307	0.118178477	0.118800585	0.119420651
3:101500467	0.716048245	0.646226355	0.60201571	0.569556496	0.543945311	0.522839185	0.504927285	0.489399401	0.47571882	0.463511315	0.452505431	0.442497964	0.43333284	0.424887592	0.417064365	0.409783753	0.40298044	0.396600067	0.390596919	0.384932192	0.379572671	0.374489717	0.369658461	0.365057182	0.360666793	0.35647044	0.352453167	0.348601644	0.344903941	0.341349343	0.337928186	0.334631732	0.331452051	0.328381925	0.32541477	0.32254456	0.319765772	0.317073325	0.31446254	0.311929098	0.309469003	0.307078551	0.304754306	0.302493071	0.300291867	0.298147917	0.296058625	0.294021562	0.292034454	0.290095165	0.288201692	0.286352148	0.284544759	0.28277785	0.281049843	0.279359247	0.277704652	0.276084722	0.274498194	0.272943869	0.27142061	0.269927336	0.268463019	0.267026684	0.2656174	0.264234281	0.262876481	0.261543196	0.260233655	0.258947124	0.257682898	0.256440307	0.255218707	0.254017481	0.25283604	0.251673816	0.250530267	0.249404871	0.248297128	0.247206557	0.246132696	0.2450751	0.244033341	0.243007008	0.241995704	0.240999048	0.24001667	0.239048216	0.238093343	0.237151721	0.236223031	0.235306965	0.234403225	0.233511523	0.232631582	0.231763132	0.230905913	0.230059673	0.229224168	0.228399163	0.227584429	0.226779743	0.225984892	0.225199667	0.224423865	0.223657291	0.222899755	0.222151072	0.221411063	0.220679554	0.219956375	0.219241363	0.218534357	0.217835203	0.217143749	0.216459849	0.215783359	0.215114141	0.214452059	0.213796983	0.213148782	0.212507333	0.211872514	0.211244205	0.210622293	0.210006663	0.209397207	0.208793817	0.208196388
3:101500593	0.451404506	0.368469359	0.323027329	0.292643365	0.270269358	0.25280923	0.238641491	0.226817098	0.21673589	0.207995969	0.200316035	0.193492141	0.187372103	0.181839612	0.176803956	0.172193147	0.167949187	0.164024731	0.160380673	0.156984381	0.153808364	0.150829274	0.148027125	0.145384695	0.142887047	0.14052115	0.138275578	0.136140261	0.134106282	0.132165714	0.13031148	0.128537242	0.126837297	0.125206507	0.123640218	0.12213421	0.120684643	0.119288015	0.117941122	0.11664103	0.115385042	0.114170677	0.112995646	0.111857836	0.110755288	0.109686188	0.108648851	0.107641709	0.106663301	0.105712264	0.104787325	0.103887294	0.103011054	0.10215756	0.101325828	0.100514936	0.099724013	0.098952242	0.098198851	0.097463109	0.096744329	0.096041859	0.095355083	0.094683416	0.094026304	0.093383222	0.09275367	0.092137174	0.091533282	0.090941564	0.090361612	0.089793036	0.089235462	0.088688535	0.088151918	0.087625285	0.087108326	0.086600745	0.086102258	0.085612594	0.08513149	0.084658699	0.084193979	0.083737101	0.083287844	0.082845996	0.082411352	0.081983717	0.081562902	0.081148725	0.080741011	0.080339592	0.079944306	0.079554995	0.07917151	0.078793704	0.078421437	0.078054574	0.077692982	0.077336537	0.076985114	0.076638597	0.076296871	0.075959824	0.07562735	0.075299346	0.07497571	0.074656346	0.074341159	0.074030058	0.073722954	0.073419762	0.073120398	0.072824782	0.072532835	0.072244481	0.071959646	0.071678258	0.071400247	0.071125546	0.070854089	0.070585812	0.070320652	0.07005855	0.069799445	0.069543281	0.069290001	0.069039553	0.068791881
3:101500637	0.644714144	0.561417068	0.510693683	0.474508609	0.446605114	0.424045491	0.405211665	0.389117509	0.375118084	0.362768938	0.351751142	0.341828332	0.332820655	0.324588209	0.317020129	0.310027138	0.303536342	0.297487493	0.291830256	0.286522176	0.28152713	0.276814147	0.272356487	0.268130911	0.264117106	0.260297222	0.256655493	0.253177933	0.249852077	0.246666777	0.243612023	0.240678798	0.237858948	0.235145084	0.232530487	0.23000903	0.227575117	0.225223617	0.22294982	0.220749392	0.218618337	0.216552962	0.214549848	0.212605827	0.210717954	0.20888349	0.207099884	0.205364753	0.203675873	0.202031161	0.200428665	0.198866555	0.197343112	0.195856717	0.19440585	0.192989076	0.19160504	0.190252465	0.188930142	0.187636929	0.186371742	0.185133556	0.183921396	0.182734338	0.181571504	0.180432059	0.179315208	0.178220194	0.177146295	0.176092824	0.175059124	0.174044568	0.173048558	0.17207052	0.171109906	0.170166193	0.169238878	0.168327479	0.167431535	0.166550603	0.165684258	0.164832093	0.163993715	0.163168748	0.162356828	0.161557609	0.160770753	0.159995938	0.159232853	0.158481198	0.157740683	0.157011031	0.156291971	0.155583244	0.154884599	0.154195794	0.153516596	0.152846777	0.152186119	0.151534411	0.150891448	0.150257031	0.149630969	0.149013076	0.148403172	0.147801083	0.14720664	0.146619678	0.146040039	0.145467569	0.144902118	0.14434354	0.143791694	0.143246445	0.142707658	0.142175204	0.141648957	0.141128796	0.140614602	0.140106259	0.139603655	0.13910668	0.138615228	0.138129195	0.137648482	0.137172988	0.136702619	0.136237282	0.135776886
3:103864164	0.714869083	0.711310677	0.707726019	0.704115365	0.700478984	0.696817156	0.693130172	0.689418335	0.685681961	0.681921375	0.678136917	0.674328935	0.670497792	0.66664386	0.662767523	0.658869177	0.654949227	0.651008093	0.647046202	0.643063994	0.63906192	0.63504044	0.631000025	0.626941156	0.622864326	0.618770035	0.614658793	0.610531122	0.60638755	0.602228615	0.598054865	0.593866855	0.589665149	0.585450316	0.581222937	0.576983598	0.57273289	0.568471415	0.564199778	0.559918592	0.555628472	0.551330043	0.547023933	0.542710773	0.538391201	0.534065856	0.529735382	0.525400427	0.521061641	0.516719674	0.512375182	0.508028819	0.503681241	0.499333108	0.494985075	0.4906378	0.486291941	0.481948154	0.477607093	0.473269412	0.468935763	0.464606794	0.460283152	0.455965478	0.451654413	0.447350592	0.443054646	0.4387672	0.434488877	0.430220293	0.425962057	0.421714773	0.417479039	0.413255447	0.40904458	0.404847014	0.400663318	0.396494055	0.392339775	0.388201023	0.384078336	0.379972239	0.37588325	0.371811876	0.367758616	0.363723959	0.359708382	0.355712353	0.35173633	0.34778076	0.343846079	0.339932712	0.336041074	0.332171568	0.328324586	0.324500508	0.320699705	0.316922533	0.313169338	0.309440456	0.30573621	0.302056911	0.298402858	0.294774339	0.291171631	0.287594999	0.284044696	0.280520962	0.277024028	0.273554112	0.270111421	0.26669615	0.263308483	0.259948593	0.256616643	0.253312782	0.25003715	0.246789876	0.243571078	0.240380863	0.237219329	0.234086563	0.23098264	0.227907628	0.224861583	0.221844551	0.21885657	0.215897668	0.212967863
3:108187168	0.691803491	0.689792354	0.687774017	0.68574853	0.683715946	0.681676318	0.679629701	0.677576148	0.675515717	0.673448464	0.671374449	0.669293729	0.667206366	0.66511242	0.663011953	0.660905028	0.658791709	0.656672062	0.654546152	0.652414046	0.650275812	0.648131518	0.645981234	0.643825031	0.641662981	0.639495155	0.637321627	0.635142471	0.632957763	0.630767577	0.628571992	0.626371084	0.624164933	0.621953617	0.619737217	0.617515814	0.615289489	0.613058326	0.610822408	0.608581819	0.606336643	0.604086967	0.601832878	0.599574462	0.597311807	0.595045001	0.592774136	0.590499299	0.588220582	0.585938077	0.583651875	0.581362068	0.579068751	0.576772016	0.574471959	0.572168673	0.569862256	0.567552802	0.565240408	0.562925172	0.560607191	0.558286562	0.555963385	0.553637759	0.551309782	0.548979555	0.546647178	0.544312751	0.541976375	0.539638152	0.537298182	0.534956569	0.532613414	0.530268819	0.527922887	0.525575722	0.523227425	0.520878102	0.518527854	0.516176787	0.513825003	0.511472607	0.509119702	0.506766394	0.504412785	0.502058981	0.499705086	0.497351204	0.494997439	0.492643896	0.490290679	0.487937892	0.485585639	0.483234025	0.480883153	0.478533128	0.476184052	0.473836029	0.471489163	0.469143557	0.466799313	0.464456534	0.462115323	0.459775782	0.457438012	0.455102115	0.452768192	0.450436344	0.448106672	0.445779274	0.443454253	0.441131705	0.438811731	0.436494428	0.434179895	0.431868229	0.429559527	0.427253885	0.4249514	0.422652166	0.420356279	0.418063832	0.41577492	0.413489635	0.411208071	0.408930318	0.406656468	0.404386611	0.402120837
3:116631012	0.669134939	0.619037235	0.588427216	0.566270903	0.548895965	0.534608577	0.522483339	0.511957999	0.502664875	0.494350141	0.486831115	0.479971896	0.473668625	0.467840137	0.462421789	0.45736126	0.452615606	0.448149145	0.443931908	0.439938481	0.436147129	0.432539115	0.429098179	0.425810116	0.422662447	0.419644149	0.416745439	0.413957592	0.411272799	0.40868404	0.406184981	0.40376989	0.401433561	0.399171255	0.396978641	0.394851757	0.392786961	0.390780907	0.388830507	0.386932908	0.385085469	0.383285738	0.381531438	0.37982045	0.378150796	0.37652063	0.374928225	0.373371965	0.371850331	0.370361899	0.368905329	0.367479361	0.366082804	0.364714537	0.3633735	0.362058692	0.360769163	0.359504014	0.358262393	0.357043491	0.355846539	0.354670806	0.353515596	0.352380248	0.351264129	0.350166637	0.349087198	0.348025263	0.346980307	0.345951827	0.344939344	0.343942398	0.342960548	0.341993371	0.341040463	0.340101433	0.339175909	0.338263532	0.337363956	0.336476849	0.335601893	0.334738779	0.333887212	0.333046906	0.332217586	0.331398987	0.330590853	0.329792936	0.329004998	0.328226808	0.327458145	0.326698792	0.325948541	0.32520719	0.324474546	0.323750418	0.323034625	0.322326989	0.321627339	0.320935508	0.320251334	0.319574663	0.31890534	0.318243221	0.317588161	0.316940021	0.316298666	0.315663967	0.315035794	0.314414025	0.313798539	0.313189218	0.31258595	0.311988622	0.311397128	0.310811361	0.310231221	0.309656606	0.309087421	0.30852357	0.307964962	0.307411506	0.306863115	0.306319703	0.305781188	0.305247487	0.304718522	0.304194215	0.30367449
3:121449932	0.733066742	0.675068315	0.638294975	0.611152617	0.589604157	0.571734729	0.556476989	0.543172382	0.531384904	0.520810488	0.511228412	0.502473272	0.494417858	0.4869622	0.480026291	0.473545091	0.46746501	0.461741361	0.456336495	0.451218394	0.446359601	0.441736392	0.437328134	0.433116765	0.429086388	0.425222938	0.42151391	0.417948142	0.414515621	0.41120734	0.408015163	0.404931717	0.401950302	0.399064808	0.396269653	0.393559719	0.390930307	0.388377088	0.385896069	0.383483556	0.381136131	0.378850616	0.376624061	0.374453715	0.372337014	0.37027156	0.368255113	0.36628557	0.364360961	0.362479434	0.360639247	0.35883876	0.357076426	0.355350786	0.353660461	0.352004145	0.350380605	0.34878867	0.34722723	0.345695231	0.344191673	0.342715602	0.341266113	0.339842343	0.338443469	0.337068707	0.335717308	0.334388556	0.333081767	0.331796289	0.330531494	0.329286783	0.328061583	0.326855342	0.325667532	0.324497648	0.323345201	0.322209724	0.321090768	0.319987899	0.318900703	0.317828779	0.31677174	0.315729215	0.314700846	0.313686288	0.312685206	0.31169728	0.310722198	0.309759661	0.308809379	0.307871071	0.306944467	0.306029304	0.305125328	0.304232294	0.303349965	0.30247811	0.301616505	0.300764936	0.29992319	0.299091067	0.298268367	0.297454901	0.296650481	0.295854927	0.295068065	0.294289724	0.293519738	0.292757947	0.292004194	0.291258328	0.2905202	0.289789667	0.289066588	0.288350828	0.287642253	0.286940735	0.286246147	0.285558367	0.284877276	0.284202757	0.283534696	0.282872982	0.282217509	0.28156817	0.280924863	0.280287487	0.279655945
3:121915122	0.53811561	0.535910386	0.533703756	0.531495806	0.529286623	0.527076292	0.524864898	0.522652529	0.520439271	0.51822521	0.516010434	0.513795028	0.51157908	0.509362677	0.507145906	0.504928853	0.502711607	0.500494254	0.498276882	0.496059578	0.493842428	0.491625521	0.489408943	0.487192781	0.484977123	0.482762055	0.480547665	0.478334038	0.476121262	0.473909423	0.471698607	0.469488902	0.467280391	0.465073163	0.462867301	0.460662892	0.45846002	0.456258772	0.45405923	0.45186148	0.449665607	0.447471693	0.445279822	0.443090078	0.440902543	0.438717301	0.436534432	0.43435402	0.432176145	0.430000889	0.427828333	0.425658556	0.423491638	0.42132766	0.419166699	0.417008835	0.414854145	0.412702707	0.410554598	0.408409894	0.406268673	0.404131008	0.401996976	0.399866651	0.397740106	0.395617415	0.393498651	0.391383887	0.389273192	0.38716664	0.385064299	0.382966241	0.380872534	0.378783246	0.376698446	0.374618201	0.372542578	0.370471642	0.36840546	0.366344094	0.364287611	0.362236072	0.36018954	0.358148078	0.356111746	0.354080606	0.352054716	0.350034135	0.348018923	0.346009137	0.344004832	0.342006067	0.340012896	0.338025373	0.336043552	0.334067488	0.332097231	0.330132833	0.328174346	0.32622182	0.324275303	0.322334844	0.320400491	0.318472291	0.31655029	0.314634533	0.312725066	0.310821931	0.308925172	0.307034831	0.30515095	0.303273569	0.301402728	0.299538467	0.297680822	0.295829833	0.293985536	0.292147966	0.290317159	0.288493149	0.28667597	0.284865654	0.283062234	0.28126574	0.279476204	0.277693654	0.27591812	0.274149629	0.27238821
3:129475133	0.891755743	0.89007403	0.888369461	0.886641825	0.884890917	0.883116529	0.881318458	0.879496501	0.877650457	0.875780126	0.873885313	0.871965823	0.870021462	0.868052043	0.866057377	0.86403728	0.861991572	0.859920073	0.85782261	0.855699012	0.85354911	0.85137274	0.849169744	0.846939964	0.84468325	0.842399454	0.840088435	0.837750054	0.83538418	0.832990684	0.830569446	0.828120349	0.825643281	0.82313814	0.820604825	0.818043245	0.815453315	0.812834954	0.810188091	0.80751266	0.804808605	0.802075873	0.799314423	0.796524218	0.793705233	0.790857447	0.787980851	0.785075441	0.782141225	0.779178218	0.776186443	0.773165936	0.770116737	0.7670389	0.763932487	0.760797568	0.757634227	0.754442555	0.751222653	0.747974634	0.74469862	0.741394746	0.738063154	0.734704001	0.73131745	0.727903681	0.724462879	0.720995244	0.717500985	0.713980326	0.710433497	0.706860744	0.703262321	0.699638495	0.695989546	0.692315762	0.688617445	0.684894907	0.681148473	0.677378479	0.673585269	0.669769204	0.665930652	0.662069993	0.65818762	0.654283933	0.650359348	0.646414287	0.642449185	0.638464487	0.634460649	0.630438135	0.626397423	0.622338995	0.618263349	0.614170987	0.610062423	0.60593818	0.601798788	0.597644787	0.593476725	0.589295157	0.585100647	0.580893765	0.576675089	0.572445203	0.568204699	0.563954174	0.559694231	0.555425477	0.551148528	0.546864002	0.54257252	0.538274711	0.533971206	0.529662638	0.525349644	0.521032865	0.516712943	0.512390522	0.508066246	0.503740764	0.499414721	0.495088766	0.490763546	0.486439708	0.482117899	0.477798764	0.473482946
3:129475144	0.678756369	0.6239506	0.590240181	0.565776296	0.546570898	0.530772707	0.517365945	0.505731537	0.495463694	0.486281779	0.477983527	0.470418296	0.463470858	0.457051094	0.451087188	0.445520984	0.440304732	0.435398742	0.43076967	0.426389237	0.422233251	0.418280858	0.414513957	0.410916736	0.407475303	0.404177387	0.401012098	0.397969726	0.395041577	0.39221984	0.389497465	0.386868076	0.38432588	0.381865605	0.379482434	0.37717196	0.374930136	0.37275324	0.370637839	0.368580764	0.366579077	0.364630058	0.362731176	0.360880077	0.359074564	0.35731259	0.355592236	0.353911709	0.352269324	0.350663501	0.349092754	0.347555685	0.346050975	0.34457738	0.343133726	0.341718903	0.340331859	0.3389716	0.33763718	0.336327704	0.335042321	0.333780223	0.332540639	0.331322836	0.330126117	0.328949815	0.327793295	0.32665595	0.3255372	0.324436491	0.323353291	0.322287093	0.321237411	0.320203777	0.319185745	0.318182884	0.317194783	0.316221046	0.315261292	0.314315155	0.313382283	0.312462337	0.311554991	0.31065993	0.309776851	0.308905462	0.30804548	0.307196634	0.306358662	0.305531309	0.30471433	0.303907489	0.303110556	0.30232331	0.301545537	0.300777028	0.300017583	0.299267007	0.298525113	0.297791716	0.29706664	0.296349714	0.29564077	0.294939646	0.294246186	0.293560238	0.292881652	0.292210287	0.291546001	0.290888659	0.290238128	0.289594282	0.288956994	0.288326144	0.287701612	0.287083284	0.286471048	0.285864795	0.285264419	0.284669815	0.284080883	0.283497525	0.282919645	0.28234715	0.281779947	0.281217949	0.280661068	0.28010922	0.279562323
3:138282279	0.958682044	0.942217683	0.929905077	0.919741855	0.910950643	0.903132341	0.896049762	0.889548354	0.883520788	0.877888945	0.872593882	0.867589834	0.862840434	0.858316217	0.853992919	0.849850283	0.845871185	0.842041006	0.838347142	0.834778638	0.831325907	0.827980495	0.824734912	0.821582476	0.818517206	0.815533716	0.812627141	0.809793066	0.807027472	0.804326689	0.801687354	0.799106374	0.796580904	0.794108312	0.791686162	0.789312196	0.786984311	0.784700549	0.782459082	0.7802582	0.778096303	0.775971886	0.77388354	0.771829933	0.769809816	0.767822005	0.765865384	0.763938899	0.762041547	0.760172381	0.758330502	0.756515053	0.754725222	0.752960234	0.751219353	0.749501874	0.747807127	0.74613447	0.74448329	0.742853001	0.741243041	0.739652872	0.738081979	0.736529867	0.734996061	0.733480105	0.73198156	0.730500005	0.729035033	0.727586255	0.726153293	0.724735786	0.723333382	0.721945746	0.720572551	0.719213482	0.717868236	0.716536519	0.715218047	0.713912545	0.712619747	0.711339397	0.710071244	0.708815047	0.707570572	0.706337592	0.705115887	0.703905243	0.702705453	0.701516315	0.700337634	0.69916922	0.698010889	0.69686246	0.69572376	0.694594619	0.693474871	0.692364355	0.691262916	0.690170401	0.689086662	0.688011553	0.686944934	0.685886668	0.68483662	0.683794661	0.682760662	0.6817345	0.680716053	0.679705202	0.678701833	0.677705833	0.67671709	0.675735498	0.674760951	0.673793346	0.672832583	0.671878564	0.670931192	0.669990374	0.669056018	0.668128033	0.667206332	0.666290828	0.665381438	0.664478078	0.663580668	0.662689128	0.661803382
3:155141185	0.866991323	0.865217686	0.863424124	0.861610512	0.859776728	0.857922651	0.856048164	0.85415315	0.852237496	0.85030109	0.848343824	0.84636559	0.844366287	0.842345812	0.840304067	0.838240958	0.836156393	0.834050282	0.831922541	0.829773087	0.827601841	0.825408727	0.823193675	0.820956616	0.818697486	0.816416226	0.814112779	0.811787093	0.80943912	0.807068818	0.804676147	0.802261073	0.799823567	0.797363603	0.794881161	0.792376226	0.789848788	0.787298843	0.784726389	0.782131434	0.779513987	0.776874065	0.77421169	0.77152689	0.768819698	0.766090154	0.763338303	0.760564196	0.757767889	0.754949448	0.752108941	0.749246445	0.746362041	0.743455819	0.740527873	0.737578306	0.734607226	0.731614748	0.728600994	0.725566092	0.722510178	0.719433394	0.716335888	0.713217817	0.710079344	0.706920638	0.703741875	0.700543241	0.697324925	0.694087124	0.690830045	0.687553897	0.6842589	0.68094528	0.677613269	0.674263105	0.670895037	0.667509316	0.664106202	0.660685963	0.657248872	0.653795208	0.650325259	0.646839317	0.643337683	0.639820663	0.636288568	0.632741718	0.629180437	0.625605057	0.622015913	0.618413348	0.614797711	0.611169355	0.60752864	0.603875931	0.600211597	0.596536014	0.592849561	0.589152623	0.58544559	0.581728856	0.578002818	0.574267879	0.570524446	0.566772928	0.563013741	0.559247301	0.555474028	0.551694348	0.547908686	0.544117472	0.540321139	0.536520121	0.532714854	0.528905778	0.525093332	0.521277958	0.517460101	0.513640204	0.509818713	0.505996074	0.502172734	0.498349139	0.494525738	0.490702977	0.486881303	0.483061162	0.479243
3:27279714	0.988620397	0.980138292	0.972563266	0.965554101	0.9589573	0.952685341	0.946681636	0.940906583	0.935330897	0.92993203	0.924692074	0.919596454	0.914633067	0.909791698	0.905063601	0.900441204	0.895917881	0.891487784	0.887145708	0.882886993	0.878707439	0.874603239	0.870570928	0.866607333	0.862709542	0.85887487	0.855100832	0.851385125	0.847725603	0.844120264	0.840567236	0.837064763	0.833611197	0.830204984	0.826844661	0.823528843	0.82025622	0.817025551	0.813835659	0.810685422	0.807573774	0.804499699	0.801462228	0.798460434	0.795493433	0.792560376	0.789660452	0.786792881	0.783956917	0.781151842	0.778376965	0.775631622	0.772915174	0.770227005	0.767566522	0.764933151	0.762326339	0.759745552	0.757190274	0.754660005	0.752154262	0.749672578	0.7472145	0.744779589	0.742367419	0.739977577	0.737609664	0.735263291	0.732938079	0.730633663	0.728349686	0.726085801	0.723841672	0.72161697	0.719411376	0.717224581	0.71505628	0.71290618	0.710773993	0.708659438	0.706562244	0.704482144	0.702418877	0.70037219	0.698341836	0.696327574	0.694329166	0.692346382	0.690378998	0.688426792	0.686489551	0.684567062	0.682659121	0.680765526	0.678886079	0.67702059	0.675168867	0.673330728	0.67150599	0.669694478	0.667896017	0.666110437	0.664337572	0.662577259	0.660829337	0.65909365	0.657370044	0.655658368	0.653958475	0.652270218	0.650593456	0.64892805	0.647273861	0.645630755	0.643998601	0.642377268	0.640766629	0.639166559	0.637576936	0.635997637	0.634428546	0.632869545	0.63132052	0.629781358	0.628251949	0.626732184	0.625221956	0.623721159	0.622229692
